시군구,회사명,도로명주소,데이터기준일자
안산시,다운옵틱2공장,경기도 안산시 상록구 원후길 2-11(장하동),2024-02-13
안산시,대동금속공업사,"경기도 안산시 상록구 도금단지2길 25 (팔곡이동, 대동금속)",2024-02-13
안산시,대동금속화학,"경기도 안산시 상록구 도금단지2길 25 (팔곡이동, 대동금속)",2024-02-13
안산시,대림산업,경기도 안산시 상록구 도금단지2길 13 (팔곡이동),2024-02-13
안산시,대성산업,경기도 안산시 상록구 도금단지1길 30 (팔곡이동),2024-02-13
안산시,대송하이테크,"경기도 안산시 상록구 팔곡산단3길 14, A동 1층 (팔곡이동)",2024-02-13
안산시,대양산업(주),"경기도 안산시 상록구 선진2길 12 (사동, A동)",2024-02-13
안산시,대영도금,경기도 안산시 상록구 도금단지2길 17(팔곡이동),2024-02-13
안산시,대영코너비드,경기도 안산시 상록구 원후길 11 (장하동),2024-02-13
안산시,대일강업(주),경기도 안산시 상록구 도금단지1길 14 (팔곡이동),2024-02-13
안산시,대진정밀,경기도 안산시 상록구 양달말길 91-1 (장상동) (총 2 필지) 외 1필지,2024-02-13
안산시,대호금속,"경기도 안산시 상록구 도금단지1길 54 (팔곡이동, 대호금속)",2024-02-13
안산시,대호디자인,"경기도 안산시 단원구 선부로 270,  유통상가 1204호 (와동)",2024-02-13
안산시,대화금속,"경기도 안산시 상록구 도금단지2길 21, 대화금속(팔곡이동)",2024-02-13
안산시,더미소,"경기도 안산시 상록구 조구나리길 6, 1층, 2층(이동)",2024-02-13
안산시,덕광금속,"경기도 안산시 상록구 도금단지2길 24-1 (팔곡이동, 대진금속)",2024-02-13
안산시,덕광케미칼,"경기도 안산시 상록구 도금단지2길 37 (팔곡이동, 세일금속)",2024-02-13
안산시,도은시스템,경기도 안산시 상록구 새말길 23-3(부곡동),2024-02-13
안산시,동명금속,"경기도 안산시 상록구 도금단지2길 24 (팔곡이동, (주)에스코)",2024-02-13
안산시,동민산업개발(주),"경기도 안산시 상록구 도금단지2길 8 (팔곡이동, 동민산업)",2024-02-13
안산시,동성금속,"경기도 안산시 상록구 도금단지2길 24-1 (팔곡이동, 대진금속)",2024-02-13
안산시,동양금속,"경기도 안산시 상록구 도금단지2길 26 (팔곡이동, 동양금속)",2024-02-13
안산시,동원ENG,경기도 안산시 상록구 선진4길 11 (사동),2024-02-13
안산시,동주금속,"경기도 안산시 상록구 도금단지2길 37 (팔곡이동, 세일금속)",2024-02-13
안산시,두드림,경기도 안산시 상록구 안산벌말길 38-8(장하동),2024-02-13
안산시,두성바렐텍,"경기도 안산시 상록구 도금단지2길 17, 두성바렐텍 (팔곡이동, 영도금속)",2024-02-13
안산시,들꽃잠,"경기도 안산시 상록구 예술광장로 1,  다농마트1001호 (월피동)",2024-02-13
안산시,디비산업,경기도 안산시 상록구 양지마을3길 19-9 (사사동),2024-02-13
안산시,디에스다이아텍(주),"경기도 안산시 상록구 용담로 101 (팔곡이동, (주)써켐)",2024-02-13
안산시,디에스에너지(주),경기도 안산시 상록구 오리물길 16-11 (양상동),2024-02-13
안산시,디자인뷰,"경기도 안산시 상록구 안산천동로4길 42, 지하 (월피동)",2024-02-13
안산시,라파엘,경기도 안산시 상록구 청룡4길 35 (장상동),2024-02-13
안산시,럭셀,"경기도 안산시 상록구 노리울길 18, 202호 (장상동)",2024-02-13
안산시,루이,"경기도 안산시 상록구 정재로 32, 2층 (부곡동)",2024-02-13
안산시,리노정밀(주),경기도 안산시 상록구 남산평길 24 (팔곡일동),2024-02-13
안산시,매직쇼파,경기도 안산시 상록구 수인로 1790-8 (부곡동) 공장B동1호,2024-02-13
안산시,바로분전반,경기도 안산시 상록구 양지마을3길 7 (사사동),2024-02-13
안산시,바이켐(주)안산지점,"경기도 안산시 상록구 팔곡산단4길 14(팔곡이동, 바이켐 안산공장)",2024-02-13
안산시,반석산업,경기도 안산시 상록구 정동길 27 (팔곡일동),2024-02-13
안산시,범한일렉트론,"경기도 안산시 상록구 도금단지1길 18-11, 3층 (팔곡이동)",2024-02-13
안산시,베스트 프로파일,"경기도 안산시 상록구 양지마을3길 19-11 (사사동, 동보화학)",2024-02-13
안산시,베아렉스,"경기도 안산시 상록구 도금단지1길 30, 1층 일부 (팔곡이동)",2024-02-13
안산시,보람산업(주),"경기도 안산시 상록구 안산천서로 177, 1층 (월피동)",2024-02-13
안산시,보람산업사,경기도 안산시 상록구 안산천서로 175 (월피동),2024-02-13
안산시,보성산업사,"경기도 안산시 상록구 용담로 103 (팔곡이동, 보성산업) (총 2 필지)",2024-02-13
안산시,보성이엔지-에프에이,경기도 안산시 상록구 대촌길 10(사사동),2024-02-13
안산시,부광전자주식회사,"경기도 안산시 상록구 남산평길 111, 나동(팔곡일동)",2024-02-13
안산시,부옥물산(주),경기도 안산시 상록구 반월천남길 62 (팔곡일동) 외 3필지,2024-02-13
안산시,부전전자(주),"경기도 안산시상록구 사동 1494-3번지 ,4번지",2024-02-13
안산시,부전전자(주),경기도 안산시 상록구 사동 1490-8번지 외 1필지 외 1필지,2024-02-13
안산시,부전전자(주) 제2공장,"경기도 안산시 상록구 선진안길 49 (사동, 부전전자부품(주))",2024-02-13
안산시,부흥공업사,경기도 안산시 상록구 용담로 93 (팔곡이동),2024-02-13
안산시,비에스텍,경기도 안산시 상록구 안산테콤1길 20 (사사동),2024-02-13
안산시,비엔엘바이오테크(주),"경기도 안산시 단원구 광덕동로 95,  궁전타워 502 (고잔동)",2024-02-13
안산시,비욘드릴렉스(주),경기도 안산시 상록구 안산테콤1길 4 (사사동),2024-02-13
안산시,비피솔루션주식회사,"경기도 안산시 상록구 네고지2길 43,  1층 (사동)",2024-02-13
안산시,빛과둥지,경기도 안산시 상록구 시낭공원안길 19 (부곡동),2024-02-13
안산시,사운드포,경기도 안산시 상록구 충정공길 52(사사동),2024-02-13
안산시,삼광정밀,경기도 안산시 상록구 안산테콤길 36 (사사동),2024-02-13
안산시,삼미산업(주),"경기도 안산시 상록구 남산평길 41-21 (팔곡일동, 폐기물정화조)",2024-02-13
안산시,삼부철강,"경기도 안산시 상록구 도금단지1길 18-12, 가동 (팔곡이동)",2024-02-13
안산시,삼손콘트롤즈(유),"경기도 안산시 상록구 안산테콤길 49 (사사동, 삼손콘트롤즈(유))",2024-02-13
안산시,삼영바렐,"경기도 안산시 상록구 도금단지2길 37 (팔곡이동, 세일금속)",2024-02-13
안산시,삼우에프엔지(주),"경기도 안산시 상록구 각골로6길 15, 1층 (본오동)",2024-02-13
안산시,삼육구(주),"경기도 안산시 상록구 도금단지2길 17-8 (팔곡이동, 우일)",2024-02-13
안산시,삼일금속(주),"경기도 안산시 상록구 도금단지2길 39 (팔곡이동, 삼일금속) 외 1필지",2024-02-13
안산시,삼정통상,경기도 안산시 상록구 도금단지1길 15 (팔곡이동),2024-02-13
안산시,삼천조명주식회사,"경기도 안산시 단원구 광덕4로 144, 208호(A동) (고잔동, 트윈타운(A동))",2024-02-13
안산시,상일켐테크,경기도 안산시 상록구 도금단지1길 50 (팔곡이동),2024-02-13
안산시,새참식품,"경기도 안산시 상록구 송호로 12-8, 4번지 1층 (이동)",2024-02-13
안산시,샬롬도시락,"경기도 안산시 상록구 시낭북로2길 11, 4층 샬롬도시락(부곡동)",2024-02-13
안산시,서울바렐,경기도 안산시 상록구 도금단지2길 31 (팔곡이동),2024-02-13
안산시,서울현대몰드에칭,경기도 안산시 상록구 안산테콤길 18 (사사동),2024-02-13
안산시,서현수산,경기도 안산시 단원구 너비울길 167 (화정동),2024-02-13
안산시,석향,"경기도 안산시 상록구 선진6길 34 (사동, 백우빌딩)",2024-02-13
안산시,선진산업(주),"경기도 안산시 상록구 도금단지2길 9, 2층 (팔곡이동)",2024-02-13
안산시,성원시스템,"경기도 안산시 상록구 남산평길 114, 1층 (팔곡일동)",2024-02-13
안산시,성일정밀,경기도 안산시 상록구 도금단지길 9(팔곡이동),2024-02-13
안산시,성주통상,경기도 안산시 상록구 도금단지2길 2 (팔곡이동) B동 2층,2024-02-13
안산시,성지미크론,"경기도 안산시 상록구 안산테콤길 25, 1층 (사사동)",2024-02-13
안산시,세명금속 주식회사,"경기도 안산시 상록구 도금단지1길 54, B 1층일부(330제곱미터) (팔곡이동)",2024-02-13
안산시,세미인프라,경기도 안산시 상록구 도금단지2길 27 (팔곡이동),2024-02-13
안산시,세원금속,"경기도 안산시 상록구 도금단지2길 31-1 (팔곡이동, 세원금속)",2024-02-13
안산시,세원시스템,경기도 안산시 상록구 건건로 166 (건건동),2024-02-13
안산시,세일정공,경기도 안산시 상록구 안산테콤길 33 (사사동),2024-02-13
안산시,세진SR,경기도 안산시 상록구 양달말길 68 (장상동),2024-02-13
안산시,세진그린파워,"경기도 안산시 상록구 도금단지2길 35 (팔곡이동, 세진금속)",2024-02-13
안산시,세화산업(주),"경기도 안산시 상록구 반월천남길 86,  501-1 (팔곡일동)",2024-02-13
안산시,센츄리에어주식회사,경기도 안산시 상록구 팔곡산단1길 32 (팔곡이동),2024-02-13
안산시,솔지우드산업,경기도 안산시 상록구 지장골길 86 (수암동),2024-02-13
안산시,수미사,"경기도 안산시 단원구 광덕대로 206, 127호 (고잔동, 골든빌)",2024-02-13
안산시,승광정밀,경기도 안산시 상록구 동막길 25 (장상동),2024-02-13
안산시,신광금속,"경기도 안산시 상록구 도금단지2길 33 (팔곡이동, 신광금속)",2024-02-13
안산시,신안종합광고,"경기도 안산시 상록구 본삼로 17,  110호,111호,112호 (본오동)",2024-02-13
안산시,신양공업,"경기도 안산시 단원구 와동1로 8 (와동, 신양샤링)",2024-02-13
안산시,신양테크놀러지,경기도 안산시 상록구 오목로 186 (본오동),2024-02-13
안산시,신우금형사,경기도 안산시 상록구 대촌1길 15 (사사동),2024-02-13
안산시,신우정보통신(주),"경기도 안산시 단원구 다리간3길 24-1, 1층 (고잔동, 병율빌딩)",2024-02-13
안산시,신창금형,경기도 안산시 상록구 양지마을길 22 (사사동),2024-02-13
안산시,신한정공,경기도 안산시 단원구 옴뱅이길 15 (신길동),2024-02-13
안산시,신흥화학,경기도 안산시 상록구 도금단지1길 48 (팔곡이동),2024-02-13
안산시,썬테크,경기도 안산시 상록구 용담로 93 (팔곡이동),2024-02-13
안산시,씨제이제일제당(주),경기도 안산시 상록구 용담로 141 (팔곡이동),2024-02-13
안산시,아노솔루션 주식회사,경기도 안산시 상록구 용담로 93 (팔곡이동),2024-02-13
안산시,아브라함교역,"경기도 안산시 상록구 부곡로 116 (부곡동, 서광빌딩)",2024-02-13
안산시,아시아기업,경기도 안산시 상록구 사사안골4길 5 (사사동),2024-02-13
안산시,아인스금속,"경기도 안산시 상록구 용담로 89 (팔곡이동, 아인스금속)",2024-02-13
안산시,아트켐(주),경기도 안산시 상록구 도금단지1길 52 (팔곡이동),2024-02-13
안산시,안산광고물협동조합,"경기도 안산시 단원구 화정천서로 523, 102호(선부동)",2024-02-13
안산시,에스브이(주),"경기도 안산시 상록구 중보로 11,  상신빌딩 302호 (이동)",2024-02-13
안산시,에스아이지,"경기도 안산시 상록구 팔곡산단3길 14, B동 (팔곡이동)",2024-02-13
안산시,에스엠이노베이션주식회사,경기도 안산시 상록구 안산벌말1길 30-11 (장하동),2024-02-13
안산시,에스엠이앤씨㈜,"경기도 안산시 상록구 영화6길 1, 1층 (사동)",2024-02-13
안산시,에스티인주식회사,"경기도 안산시 상록구 본오로 31-6, 101호 (본오동)",2024-02-13
안산시,에이스전기(주),"경기도 안산시 상록구 시곡1길 10, 2층, 3층 (사동)",2024-02-13
안산시,에이치디현대인프라코어(주) 안산,"경기도 안산시 상록구 용담로 48 (팔곡이동, 두산인프라코어(주))",2024-02-13
안산시,에이치엔씨시스템(주),경기도 안산시 상록구 안산테콤길 51 (사사동),2024-02-13
안산시,에이피에이에어컨(주),"경기도 안산시 상록구 원후길 6-12, 2층(장하동)",2024-02-13
안산시,에프이시스템(주),경기도 안산시 상록구 팔곡산단2길 20(팔곡이동),2024-02-13
안산시,엠에이치 테크,경기도 안산시 상록구 도금단지2길 2 (팔곡이동),2024-02-13
안산시,영도금속,"경기도 안산시 상록구 도금단지2길 17 (팔곡이동, 영도금속)",2024-02-13
안산시,영진기술주식회사,경기도 안산시 단원구 연수원로 104-14 (원곡동) 안산정보산업진흥센터 310호,2024-02-13
안산시,예성씨엔씨,경기도 안산시 상록구 안산테콤길 56 (사사동),2024-02-13
안산시,오성산업,경기도 안산시 상록구 안산테콤길 35 (사사동),2024-02-13
안산시,오신,"경기도 안산시 상록구 구룡로 8-18, 1층 (일동, 쌍용개발)",2024-02-13
안산시,오월의숲,"경기도 안산시 단원구 화정천서로 189, 3층(초지동)",2024-02-13
안산시,요리조리사회적협동조합,"경기도 안산시 상록구 광덕산2로 18, 110호, 111호 (월피동)",2024-02-13
안산시,우리시스템,"경기도 안산시 상록구 송호1길 40-1, 1층 (이동)",2024-02-13
안산시,우성안전(주),"경기도 안산시 상록구 대촌3길 2,  1층,2층 (사사동)",2024-02-13
안산시,우전하이테크 주식회사,경기도 안산시 상록구 도금단지2길 33 (팔곡이동),2024-02-13
안산시,우진공업(주) 사동공장,"경기도 안산시 상록구 선진5길 29 (사동, 우진빌딩)",2024-02-13
안산시,월드기전,경기도 안산시 상록구 원후약수길 6 (장하동),2024-02-13
안산시,월드버티칼,경기도 안산시 상록구 부곡로 72 (부곡동),2024-02-13
안산시,월드씨디엠,경기도 안산시 상록구 안산테콤길 47 (사사동),2024-02-13
안산시,유니베어주식회사,"경기도 안산시 상록구 동막길 30 (장상동, (주)유니베어)",2024-02-13
안산시,유일금속,"경기도 안산시 상록구 도금단지2길 38 (팔곡이동, 유일금속)",2024-02-13
안산시,유일금속2공장,"경기도 안산시 상록구 도금단지2길 40, 유일금속2공장 (팔곡이동)",2024-02-13
안산시,유일비이엔디(주),"경기도 안산시 상록구 선진로 22 (사동, 유일비이엔디(주))",2024-02-13
안산시,유진기업(주) 안산,경기도 안산시 상록구 반월천북길 188 (팔곡일동) 외 3필지,2024-02-13
안산시,유진인스텍코어(주),경기도 안산시 상록구 선진5길 6 (사동) 4층,2024-02-13
안산시,유진테크주식회사,경기도 안산시 상록구 팔곡산단1길 32 (팔곡이동),2024-02-13
안산시,이-파워(e-power),"경기도 안산시 단원구 원포공원1로 35, 208호 (초지동, 제일프라자)",2024-02-13
안산시,이맥시스템(주),경기도 안산시 상록구 동막1길 18 (장상동),2024-02-13
안산시,이연개발,경기도 안산시 상록구 도금단지1길 46(팔곡이동),2024-02-13
안산시,이피코리아,"경기도 안산시 상록구 도금단지2길 22 (팔곡이동, 이피코리아)",2024-02-13
안산시,이피코리아,경기도 안산시 상록구 팔곡산단3길 19(팔곡이동),2024-02-13
안산시,인광엔지니어링,경기도 안산시 단원구 선이로 29 (선부동),2024-02-13
안산시,인바이오텍(주),경기도 안산시 상록구 선진6길 22 (사동),2024-02-13
안산시,일산시스템,경기도 안산시 상록구 안산테콤1길 7(사사동),2024-02-13
안산시,일산정공,경기도 안산시 상록구 안산테콤1길 26 (사사동),2024-02-13
안산시,정수기업,"경기도 안산시 단원구 선이로 37 (선부동, 정수기업)",2024-02-13
안산시,제3스틸,"경기도 안산시 상록구 선진1길 11 (사동, A동)",2024-02-13
안산시,제이씨앤에스,"경기도 안산시 상록구 용담마을길 5-12(건건동, 제이씨앤에스)",2024-02-13
안산시,제이에스글라스텍,"경기도 안산시 상록구 도금단지2길 17-12 (팔곡이동, (주)현대방화문)",2024-02-13
안산시,제이엔제이(주),경기도 안산시 상록구 팔곡산단3길 10(팔곡이동),2024-02-13
안산시,제일금속,"경기도 안산시 상록구 도금단지1길 54 (팔곡이동, 대호금속)",2024-02-13
안산시,존준산업,경기도 안산시 상록구 도금단지2길 2 (팔곡이동),2024-02-13
안산시,주식회사 덕수솔루션,경기도 안산시 상록구 도금단지2길 16 (팔곡이동),2024-02-13
안산시,주식회사 디아이머티리얼즈,경기도 안산시 상록구 안산테콤1길 36 (사사동),2024-02-13
안산시,주식회사 디아이티,경기도 안산시 상록구 도금단지2길 9(팔곡이동),2024-02-13
안산시,주식회사 디에스바이오,"경기도 안산시 상록구 담원길 25, 1층(팔곡이동)",2024-02-13
안산시,주식회사 루트홈시스,경기도 안산시 상록구 원후길 16-3 (장하동),2024-02-13
안산시,주식회사 삼광엔시팅,"경기도 안산시 상록구 용담로 97 (팔곡이동, (주)삼광산업) 외 1필지",2024-02-13
안산시,주식회사 알티올,경기도 안산시 상록구 팔곡산단2길 20(팔곡이동),2024-02-13
안산시,주식회사 에프앤지테크놀로지,경기도 안산시 상록구 도금단지1길 18-8 (팔곡이동),2024-02-13
안산시,주식회사 오테크닉스,경기도 안산시 상록구 팔곡산단3길 14(팔곡이동),2024-02-13
안산시,주식회사 우진플러스 사동지점,"경기도 안산시 상록구 선진5길 29, 2층(사동, 우진빌딩)",2024-02-13
안산시,주식회사 위지비컴퍼니,경기도 안산시 상록구 팔곡1길 15 (팔곡이동),2024-02-13
안산시,주식회사 유비씨에스,경기도 안산시 상록구 충장로 96(본오동),2024-02-13
안산시,주식회사 이산,경기도 안산시 상록구 선진5길 35 (사동),2024-02-13
안산시,주식회사 인지시스템(안산지점),경기도 안산시 상록구 안산테콤길 46(사사동),2024-02-13
안산시,주식회사 제이에이치정밀,경기도 안산시 상록구 안산테콤길 28 (사사동),2024-02-13
안산시,주식회사 참미트 농업회사법인,"경기도 안산시 상록구 버대길 159-6, 1층(양상동)",2024-02-13
안산시,주식회사 창우,"경기도 안산시 단원구 선부광장1로 32, 409호 (선부동, 칠성플러스타운)",2024-02-13
안산시,주식회사 캐이시스템,경기도 안산시 상록구 남산평길 107 (팔곡일동),2024-02-13
안산시,주식회사 케이도어,경기도 안산시 상록구 원후약수길 35 (장하동),2024-02-13
안산시,주식회사 코스몰드,"경기도 안산시 상록구 안산테콤길 31, 1층(사사동)",2024-02-13
안산시,주식회사 태경정보통신,"경기도 안산시 상록구 천문로 13, 2층 (사동)",2024-02-13
안산시,주식회사 테크인,"경기도 안산시 상록구 안산대학로 155, 304호(안산대학교 창업보육센터) (일동)",2024-02-13
안산시,주식회사 티에스씨테크놀러지,"경기도 안산시 단원구 광덕4로 144, 201,202,203호 (고잔동, 트윈타운(A동))",2024-02-13
안산시,주식회사 한땀,경기도 안산시 상록구 안산테콤1길 13 (사사동),2024-02-13
안산시,주식회사 현우엠텍 지점,경기도 안산시 상록구 도금단지2길 9 (팔곡이동),2024-02-13
안산시,주식회사비엔피시스템,"경기도 안산시 상록구 서당길 27, 주식회사 비엔피시스템 (양상동)",2024-02-13
안산시,주식회사에스더블유베큠,경기도 안산시 상록구 장하로 328 (장상동),2024-02-13
안산시,주식회사이엘피케이뉴안산지점,"경기도 안산시 단원구 광덕2로 50-3, 4층 (초지동)",2024-02-13
안산시,중앙상사,"경기도 안산시 상록구 도금단지2길 12 (팔곡이동, 현대)",2024-02-13
안산시,지엔텍,"경기도 안산시 단원구 와동공원로1길 21,  1층 (와동)",2024-02-13
안산시,진명테크,"경기도 안산시 상록구 도금단지1길 6 (팔곡이동, (주)세진코리아) (총 2 필지)",2024-02-13
안산시,진성금형(주),경기도 안산시 상록구 안산테콤길 21 (사사동),2024-02-13
안산시,철인정공,경기도 안산시 상록구 안산테콤길 8 (사사동),2024-02-13
안산시,청양토이,경기도 안산시 상록구 안산천서로1길 12 (월피동),2024-02-13
안산시,총무나라(주),경기도 안산시 상록구 이호로3길 14-13 (본오동),2024-02-13
안산시,최강테크설비,"경기도 안산시 상록구 안산대학로 155, 안산대학교 창업보육센터 410호 (일동, 강의동)",2024-02-13
안산시,케이금속,경기도 안산시 상록구 도금단지2길 31(팔곡이동),2024-02-13
안산시,케이에스(KS)금속,"경기도 안산시 상록구 도금단지2길 17, 1층(팔곡이동, 영도금속)",2024-02-13
안산시,케이에스그린테크(주),"경기도 안산시 상록구 팔곡산단4길 43, 나동 (팔곡이동)",2024-02-13
안산시,코이노커피로스터스,"경기도 안산시 단원구 광덕4로 180, 131호 (고잔동, 부원프라자)",2024-02-13
안산시,크린스킨,경기도 안산시 상록구 송호로 10 (이동),2024-02-13
안산시,태성코너비드,경기도 안산시 상록구 오리물길 26-15 (양상동) 1층,2024-02-13
안산시,투원텍주식회사,경기도 안산시 단원구 너비울길 181 (화정동),2024-02-13
안산시,파워펌프,"경기도 안산시 상록구 안산벌말길 35-5, 나동(장하동)",2024-02-13
안산시,펫파트너,"경기도 안산시 상록구 안산테콤길 54, 펫파트너(사사동)",2024-02-13
안산시,피디아이 주식회사,경기도 안산시 상록구 산신길 6(장상동),2024-02-13
안산시,하네스뱅크(주),"경기도 안산시 상록구 충장로 567,  혜성빌딩 지하 (월피동)",2024-02-13
안산시,하영이엔티,경기도 안산시 상록구 선진4길 3 (사동) 석영빌딩 202호,2024-02-13
안산시,한국난방관리주식회사,"경기도 안산시 상록구 성호로 46, 1층 (일동)",2024-02-13
안산시,한국전력산업과학기술(주),"경기도 안산시 상록구 중보로 57, 303호 (이동, 한양대프라자)",2024-02-13
안산시,한국코훼르산업,경기도 안산시 상록구 분대1길 3-6 (사동),2024-02-13
안산시,한울푸드,경기도 안산시 상록구 충장로6안길 5 (이동),2024-02-13
안산시,한주테크,"경기도 안산시 상록구 안산테콤1길 28 (사사동, 한주테크)",2024-02-13
안산시,해드린,경기도 안산시 상록구 안산벌말길 52 (장하동),2024-02-13
안산시,해송수산영어조합법인,"경기도 안산시 단원구 대부황금로 671, (79번지 외 7필지) (대부동동)",2024-02-13
안산시,행복네트웍스(주),"경기도 안산시 상록구 일동로 50, 102호 (일동)",2024-02-13
안산시,헤드셋코리아(주),"경기도 안산시 단원구 원포공원1로 49, 401호 (초지동, 태영타운)",2024-02-13
안산시,현대방음문,"경기도 안산시 상록구 오목로13길 9, 1층 (본오동, 송호창호)",2024-02-13
안산시,현대와이어메쉬,경기도 안산시 상록구 반월천북길 49 (팔곡일동),2024-02-13
안산시,현대위성네트워크(주),"경기도 안산시 단원구 와동로 121,  3층 (와동)",2024-02-13
안산시,현일테크,경기도 안산시 상록구 도금단지1길 60(팔곡이동),2024-02-13
안산시,호남기업(주),"경기도 안산시 상록구 노리울길 19 (장상동, 호남기업)",2024-02-13
안산시,호산제과,경기도 안산시 상록구 선진안길 39 (사동),2024-02-13
안산시,화림이앤지주식회사,"경기도 안산시 상록구 각골동로 33, 지하1층 (본오동)",2024-02-13
안산시,화성공업,경기도 안산시 상록구 도금단지2길 30-2 (팔곡이동),2024-02-13
안산시,효일공업(주),"경기도 안산시 상록구 영화길 16 (사동, 효일공업(주))",2024-02-13
안산시,흙광고기획,"경기도 안산시 단원구 화정천서로 523, 101호(선부동)",2024-02-13
